Customer ID,Recency,Frequency,Monetary,Segment,Cluster,Churn
13696.0,421,24,2020.4,At Risk,0,1
13697.0,38,12,151.29999999999998,Active Customer,2,0
13698.0,596,38,451.73,At Risk,0,1
13699.0,154,37,764.15,Active Customer,2,0
13700.0,25,240,2596.9700000000003,Active Customer,2,0
13701.0,446,9,161.0,At Risk,0,1
13702.0,445,5,135.18,At Risk,0,1
13703.0,317,37,425.56,At Risk,0,1
13704.0,4,134,2308.06,Active Customer,2,0
13705.0,7,74,1717.19,Active Customer,2,0
13706.0,302,38,631.17,At Risk,0,1
13707.0,266,155,3365.86,VIP Customer,2,1
13708.0,270,49,285.33,At Risk,0,1
13709.0,3,407,7571.35,VIP Customer,2,0
13710.0,31,15,509.52,Active Customer,2,0
13711.0,218,92,1792.26,At Risk,2,1
13712.0,246,33,766.42,At Risk,2,1
13713.0,407,80,740.76,At Risk,0,1
13714.0,464,30,161.35,At Risk,0,1
13715.0,280,512,8153.04,VIP Customer,2,1
13716.0,268,21,138.28,At Risk,0,1
13717.0,31,124,1763.3,Active Customer,2,0
13718.0,245,12,306.55,At Risk,2,1
13719.0,14,248,2783.08,Active Customer,2,0
13720.0,116,43,799.9,Active Customer,2,0
13721.0,35,42,741.54,Active Customer,2,0
13722.0,131,189,5635.41,VIP Customer,2,0
13723.0,216,58,1194.08,At Risk,2,1
13724.0,636,42,213.01,At Risk,0,1
13725.0,49,104,1980.56,Active Customer,2,0
13726.0,38,42,1079.6599999999999,Active Customer,2,0
13727.0,28,83,1074.15,Active Customer,2,0
13728.0,36,164,2855.17,Active Customer,2,0
13729.0,435,39,724.73,At Risk,0,1
13730.0,135,43,752.6,Active Customer,2,0
13731.0,218,38,610.59,At Risk,2,1
13732.0,27,33,491.86,Active Customer,2,0
13733.0,410,29,487.03000000000003,At Risk,0,1
13734.0,508,27,6695.6900000000005,At Risk,0,1
13735.0,24,647,9762.77,VIP Customer,2,0
13736.0,4,554,2752.47,Active Customer,2,0
13737.0,199,30,339.59999999999997,Active Customer,2,0
13738.0,395,89,434.78000000000003,At Risk,0,1
13739.0,17,6,292.2,Active Customer,2,0
13740.0,240,94,1582.77,At Risk,2,1
13741.0,71,34,668.4300000000001,Active Customer,2,0
13742.0,16,313,3107.87,VIP Customer,2,0
13743.0,2,41,1341.6,Active Customer,2,0
13744.0,94,63,1080.52,Active Customer,2,0
13745.0,161,56,777.36,Active Customer,2,0
13746.0,413,9,176.69,At Risk,0,1
13747.0,373,5,169.79999999999998,At Risk,0,1
13748.0,95,58,2064.35,Active Customer,2,0
13750.0,53,75,3602.1800000000003,Active Customer,2,0
13751.0,287,9,296.25,At Risk,0,1
13752.0,123,94,1579.8300000000002,Active Customer,2,0
13753.0,287,80,2094.57,At Risk,0,1
13754.0,151,21,447.05,Active Customer,2,0
13755.0,3,321,2108.06,Active Customer,2,0
13756.0,1,343,8655.95,VIP Customer,2,0
13757.0,674,8,195.55,At Risk,0,1
13758.0,11,285,8698.13,VIP Customer,2,0
13759.0,32,25,659.4100000000001,Active Customer,2,0
13760.0,53,119,1363.6399999999999,Active Customer,2,0
13761.0,49,122,1952.17,Active Customer,2,0
13762.0,218,35,2472.48,At Risk,2,1
13763.0,62,50,5217.4400000000005,Active Customer,2,0
13764.0,70,370,2919.62,Active Customer,2,0
13765.0,652,17,352.821,At Risk,0,1
13766.0,494,17,190.35,At Risk,0,1
13767.0,1,764,33903.57,VIP Customer,2,0
13768.0,726,33,875.97,At Risk,0,1
13769.0,1,275,5478.12,VIP Customer,2,0
13770.0,421,48,785.37,At Risk,0,1
13771.0,63,216,5728.82,VIP Customer,2,0
13772.0,33,567,3100.02,VIP Customer,2,0
13773.0,396,19,301.54,At Risk,0,1
13774.0,81,22,345.0,Active Customer,2,0
13775.0,590,63,1049.66,At Risk,0,1
13776.0,427,2,623.98,At Risk,0,1
13777.0,0,356,49638.26,VIP Customer,2,0
13778.0,102,44,1124.49,Active Customer,2,0
13779.0,515,27,161.13,At Risk,0,1
13780.0,6,98,732.07,Active Customer,2,0
13781.0,250,57,778.83,At Risk,2,1
13782.0,12,238,1786.08,Active Customer,2,0
13783.0,487,10,1542.09,At Risk,0,1
13784.0,9,43,2910.23,Active Customer,2,0
13785.0,428,30,542.49,At Risk,0,1
13786.0,366,116,3127.99,At Risk,0,1
13787.0,75,86,1222.5,Active Customer,2,0
13788.0,504,1,3.75,At Risk,0,1
13789.0,387,18,239.45999999999998,At Risk,0,1
13790.0,3,45,348.8,Active Customer,2,0
13791.0,127,11,1516.0,Active Customer,2,0
13792.0,65,23,383.95,Active Customer,2,0
13793.0,646,7,96.0,At Risk,0,1
13794.0,546,9,126.03,At Risk,0,1
13795.0,387,29,836.3,At Risk,0,1
13796.0,498,22,289.7,At Risk,0,1
13797.0,436,78,1179.45,At Risk,0,1
13798.0,0,721,75428.87,VIP Customer,2,0
13799.0,116,106,2803.57,Active Customer,2,0
13800.0,309,73,1679.56,At Risk,0,1
13801.0,66,23,324.8,Active Customer,2,0
13802.0,138,448,26259.11,VIP Customer,2,0
13803.0,254,78,1338.91,At Risk,2,1
13804.0,30,167,3161.12,VIP Customer,2,0
13805.0,51,13,924.6,Active Customer,2,0
13806.0,63,10,256.38,Active Customer,2,0
13807.0,366,25,422.2,At Risk,0,1
13808.0,5,76,1747.66,Active Customer,2,0
13809.0,304,25,679.7,At Risk,0,1
13810.0,28,35,1499.01,Active Customer,2,0
13811.0,183,13,814.5,Active Customer,2,0
13812.0,41,36,539.0,Active Customer,2,0
13813.0,39,143,2765.47,Active Customer,2,0
13814.0,91,79,2257.32,Active Customer,2,0
13815.0,21,356,7475.74,VIP Customer,2,0
13816.0,23,28,571.6700000000001,Active Customer,2,0
13817.0,28,24,382.98,Active Customer,2,0
13818.0,429,5,61.28,At Risk,0,1
13819.0,301,101,2642.35,At Risk,0,1
13820.0,417,89,652.75,At Risk,0,1
13821.0,144,204,1379.08,Active Customer,2,0
13822.0,5,96,632.0,Active Customer,2,0
13823.0,18,163,3403.4500000000003,VIP Customer,2,0
13824.0,32,100,3314.76,Active Customer,2,0
13825.0,621,40,255.59,At Risk,0,1
13826.0,175,10,189.5,Active Customer,2,0
13827.0,57,92,409.8,Active Customer,2,0
13828.0,21,15,209.49,Active Customer,2,0
13829.0,420,1,102.0,At Risk,0,1
13830.0,581,11,156.85000000000002,At Risk,0,1
13831.0,15,182,6585.54,VIP Customer,2,0
13832.0,18,55,609.89,Active Customer,2,0
13833.0,158,44,700.41,Active Customer,2,0
13834.0,576,16,324.19,At Risk,0,1
13835.0,24,71,1095.27,Active Customer,2,0
13836.0,398,31,620.37,At Risk,0,1
13837.0,211,18,266.59000000000003,At Risk,2,1
13838.0,5,403,1690.07,Active Customer,2,0
13839.0,485,7,139.95000000000002,At Risk,0,1
13840.0,415,40,651.4,At Risk,0,1
13841.0,252,1,85.0,At Risk,0,1
13842.0,58,335,5319.34,VIP Customer,2,0
13843.0,380,18,319.75,At Risk,0,1
13844.0,10,20,361.62,Active Customer,2,0
13845.0,64,9,312.98,Active Customer,2,0
13846.0,24,81,1307.79,Active Customer,2,0
13847.0,719,19,310.72,At Risk,0,1
13848.0,91,10,3015.0,Active Customer,2,0
13849.0,51,220,3469.3,VIP Customer,2,0
13850.0,128,93,1595.48,Active Customer,2,0
13851.0,95,140,4606.46,VIP Customer,2,0
13852.0,610,11,187.35000000000002,At Risk,0,1
13853.0,56,23,1090.14,Active Customer,2,0
13854.0,8,178,11944.56,VIP Customer,2,0
13855.0,500,73,1310.3400000000001,At Risk,0,1
13856.0,168,54,1142.03,Active Customer,2,0
13857.0,392,128,1001.01,At Risk,0,1
13858.0,56,11,216.17,Active Customer,2,0
13859.0,325,36,515.86,At Risk,0,1
13860.0,0,76,1245.9,Active Customer,2,0
13861.0,428,21,273.26,At Risk,0,1
13862.0,17,160,2556.09,Active Customer,2,0
13863.0,247,70,1239.55,At Risk,2,1
13864.0,386,1,662.4000000000001,At Risk,0,1
13865.0,57,30,501.56,Active Customer,2,0
13866.0,73,7,145.67000000000002,Active Customer,2,0
13867.0,30,60,1005.09,Active Customer,2,0
13868.0,6,33,3192.54,Active Customer,2,0
13869.0,122,838,7996.87,VIP Customer,2,0
13870.0,1,241,5712.08,VIP Customer,2,0
13871.0,22,402,7885.85,VIP Customer,2,0
13872.0,526,57,919.57,At Risk,0,1
13873.0,119,60,1038.92,Active Customer,2,0
13874.0,357,69,2049.15,At Risk,0,1
13875.0,53,270,4814.37,VIP Customer,2,0
13876.0,63,7,122.7,Active Customer,2,0
13877.0,85,23,449.68,Active Customer,2,0
13878.0,54,102,2416.9,Active Customer,2,0
13879.0,645,25,395.5,At Risk,0,1
13880.0,20,223,4293.86,VIP Customer,2,0
13881.0,3,457,45179.1,VIP Customer,2,0
13882.0,2,65,1191.13,Active Customer,2,0
13883.0,10,316,6560.02,VIP Customer,2,0
13884.0,6,182,1825.03,Active Customer,2,0
13885.0,188,28,506.8,Active Customer,2,0
13886.0,70,16,243.56,Active Customer,2,0
13887.0,203,19,349.55,At Risk,2,1
13888.0,119,171,2001.59,Active Customer,2,0
13889.0,92,83,1991.23,Active Customer,2,0
13890.0,0,173,2927.38,Active Customer,2,0
13891.0,377,99,859.21,At Risk,0,1
13892.0,26,36,1267.6499999999999,Active Customer,2,0
13893.0,297,21,821.1,At Risk,0,1
13894.0,23,27,564.62,Active Customer,2,0
13895.0,27,186,4008.52,VIP Customer,2,0
13896.0,625,21,388.55,At Risk,0,1
13897.0,49,59,1160.72,Active Customer,2,0
13898.0,325,46,686.4,At Risk,0,1
13899.0,15,19,388.52,Active Customer,2,0
13900.0,182,95,1610.59,Active Customer,2,0
13901.0,71,310,5676.34,VIP Customer,2,0
13902.0,631,63,34095.26,At Risk,0,1
13903.0,399,10,165.45000000000002,At Risk,0,1
13904.0,36,26,332.64,Active Customer,2,0
13905.0,732,12,312.65,At Risk,0,1
13906.0,408,1,42.0,At Risk,0,1
13907.0,691,4,136.8,At Risk,0,1
13908.0,79,122,2369.55,Active Customer,2,0
13909.0,422,38,282.85,At Risk,0,1
13911.0,56,238,4234.99,VIP Customer,2,0
13912.0,423,7,124.95,At Risk,0,1
13913.0,506,3,42.22,At Risk,0,1
13914.0,11,33,626.45,Active Customer,2,0
13915.0,393,2,70.80000000000001,At Risk,0,1
13916.0,463,74,1275.81,At Risk,0,1
13917.0,49,18,272.04,Active Customer,2,0
13918.0,49,30,1212.8400000000001,Active Customer,2,0
13919.0,58,77,1360.68,Active Customer,2,0
13920.0,431,86,1774.68,At Risk,0,1
13921.0,401,44,730.7,At Risk,0,1
13922.0,351,30,865.2,At Risk,0,1
13923.0,53,20,351.13,Active Customer,2,0
13924.0,1,117,1838.8500000000001,Active Customer,2,0
13925.0,92,41,678.25,Active Customer,2,0
13926.0,22,11,223.85000000000002,Active Customer,2,0
13927.0,74,41,708.26,Active Customer,2,0
13928.0,10,27,464.57,Active Customer,2,0
13929.0,168,57,3494.1,Active Customer,2,0
13930.0,57,17,337.34,Active Customer,2,0
13931.0,95,271,5257.38,VIP Customer,2,0
13932.0,294,16,307.4,At Risk,0,1
13933.0,108,23,608.7900000000001,Active Customer,2,0
13934.0,263,31,922.1,At Risk,0,1
13935.0,596,80,6116.92,At Risk,0,1
13936.0,179,59,939.66,Active Customer,2,0
13937.0,168,54,880.13,Active Customer,2,0
13938.0,34,7,71.66,Active Customer,2,0
13939.0,22,110,1560.96,Active Customer,2,0
13940.0,16,49,839.14,Active Customer,2,0
13941.0,21,94,10027.18,Active Customer,2,0
13942.0,534,1,320.0,At Risk,0,1
13943.0,577,15,246.54,At Risk,0,1
13944.0,652,35,200.43,At Risk,0,1
13945.0,394,51,854.15,At Risk,0,1
13946.0,78,56,1876.23,Active Customer,2,0
13947.0,64,5,90.6,Active Customer,2,0
13948.0,360,24,548.76,At Risk,0,1
13949.0,2,160,2427.32,Active Customer,2,0
13950.0,10,35,745.06,Active Customer,2,0
13951.0,175,39,674.45,Active Customer,2,0
13952.0,217,409,12823.521,VIP Customer,2,1
13953.0,6,25,6640.68,Active Customer,2,0
13954.0,1,25,439.92,Active Customer,2,0
13955.0,153,85,544.0699999999999,Active Customer,2,0
13956.0,4,147,1019.27,Active Customer,2,0
13957.0,417,27,458.25,At Risk,0,1
13958.0,379,227,4709.2300000000005,VIP Customer,0,1
13959.0,78,157,1064.77,Active Customer,2,0
13960.0,20,12,230.22,Active Customer,2,0
13961.0,391,19,538.4,At Risk,0,1
13962.0,21,23,362.8,Active Customer,2,0
13963.0,307,165,2860.57,At Risk,0,1
13964.0,386,24,438.9,At Risk,0,1
13965.0,476,24,996.61,At Risk,0,1
13966.0,434,21,384.26,At Risk,0,1
13967.0,145,6,166.3,Active Customer,2,0
13968.0,422,8,123.66,At Risk,0,1
13969.0,6,1064,12973.460000000001,VIP Customer,2,0
13970.0,385,13,846.55,At Risk,0,1
13971.0,18,255,4667.57,VIP Customer,2,0
13972.0,70,15,190.25,Active Customer,2,0
13973.0,286,11,264.7,At Risk,0,1
13974.0,48,43,677.72,Active Customer,2,0
13975.0,30,737,5256.4,VIP Customer,2,0
13976.0,206,56,1192.36,At Risk,2,1
13977.0,410,13,519.8100000000001,At Risk,0,1
13978.0,14,15,196.79000000000002,Active Customer,2,0
13979.0,72,393,3379.93,VIP Customer,2,0
13980.0,59,63,768.82,Active Customer,2,0
13981.0,415,22,331.14,At Risk,0,1
13982.0,38,225,3954.29,VIP Customer,2,0
13983.0,29,325,6753.89,VIP Customer,2,0
13984.0,26,88,1893.8,Active Customer,2,0
13985.0,3,480,10020.86,VIP Customer,2,0
13986.0,16,13,320.46,Active Customer,2,0
13987.0,379,46,682.54,At Risk,0,1
13988.0,19,295,4757.8,VIP Customer,2,0
13989.0,65,86,2026.06,Active Customer,2,0
13990.0,212,16,311.3,At Risk,2,1
13991.0,11,82,852.88,Active Customer,2,0
13992.0,29,11,219.5,Active Customer,2,0
13993.0,42,261,6775.71,VIP Customer,2,0
13994.0,3,148,2274.14,Active Customer,2,0
13995.0,14,230,3902.01,VIP Customer,2,0
13996.0,385,33,895.76,At Risk,0,1
13997.0,518,44,376.46,At Risk,0,1
13998.0,446,31,566.7,At Risk,0,1
13999.0,9,466,9502.26,VIP Customer,2,0
14000.0,210,49,2046.3400000000001,At Risk,2,1
14001.0,45,103,4228.85,Active Customer,2,0
14002.0,133,47,529.73,Active Customer,2,0
14003.0,732,16,209.41,At Risk,0,1
14004.0,42,241,6258.45,VIP Customer,2,0
14005.0,9,84,2874.72,Active Customer,2,0
14006.0,115,77,2196.67,Active Customer,2,0
14007.0,512,5,79.48,At Risk,0,1
14008.0,431,32,509.04,At Risk,0,1
14009.0,197,74,1099.91,Active Customer,2,0
14010.0,564,24,445.15,At Risk,0,1
14011.0,479,32,457.82,At Risk,0,1
14012.0,277,11,328.8,At Risk,0,1
14013.0,109,68,1084.57,Active Customer,2,0
14014.0,76,76,1948.21,Active Customer,2,0
14015.0,52,20,917.34,Active Customer,2,0
14016.0,161,448,11403.41,VIP Customer,2,0
14017.0,570,14,229.75,At Risk,0,1
14018.0,644,13,367.15000000000003,At Risk,0,1
14019.0,46,66,1421.61,Active Customer,2,0
14020.0,16,72,1249.01,Active Customer,2,0
14021.0,154,90,1716.58,Active Customer,2,0
14022.0,224,47,792.15,At Risk,2,1
14023.0,6,31,584.07,Active Customer,2,0
14024.0,121,34,645.74,Active Customer,2,0
14025.0,464,99,4057.9,At Risk,0,1
14026.0,470,50,713.11,At Risk,0,1
14027.0,60,6,104.82,Active Customer,2,0
14028.0,549,9,10396.5,At Risk,0,1
14029.0,62,15,467.66,Active Customer,2,0
14030.0,17,824,7521.8,VIP Customer,2,0
14031.0,6,750,39019.51,VIP Customer,2,0
14032.0,1,230,4546.41,VIP Customer,2,0
14033.0,554,1,109.44,At Risk,0,1
14034.0,21,86,648.89,Active Customer,2,0
14035.0,28,145,2794.75,Active Customer,2,0
14036.0,284,38,626.65,At Risk,0,1
14037.0,175,114,836.95,Active Customer,2,0
14038.0,77,161,3069.88,VIP Customer,2,0
14039.0,32,10,267.28000000000003,Active Customer,2,0
14040.0,40,781,12523.81,VIP Customer,2,0
14041.0,265,21,141.41,At Risk,0,1
14042.0,724,21,431.98,At Risk,0,1
14043.0,490,41,302.6,At Risk,0,1
14044.0,26,826,3077.7,VIP Customer,2,0
14045.0,108,37,10986.63,Active Customer,2,0
14046.0,283,14,154.99,At Risk,0,1
14047.0,8,152,3968.11,VIP Customer,2,0
14048.0,304,141,748.69,At Risk,0,1
14049.0,16,1061,13023.4,VIP Customer,2,0
14050.0,31,54,746.36,Active Customer,2,0
14051.0,0,318,21770.98,VIP Customer,2,0
14052.0,19,121,466.66,Active Customer,2,0
14053.0,123,9,572.3,Active Customer,2,0
14054.0,64,6,92.46,Active Customer,2,0
14055.0,105,33,1520.96,Active Customer,2,0
14056.0,0,1088,8152.71,VIP Customer,2,0
14057.0,23,447,8346.66,VIP Customer,2,0
14058.0,462,24,469.19,At Risk,0,1
14059.0,266,8,183.6,At Risk,0,1
14060.0,4,258,8898.24,VIP Customer,2,0
14061.0,506,19,917.4300000000001,At Risk,0,1
14062.0,9,340,25585.65,VIP Customer,2,0
14063.0,437,40,22710.2,At Risk,0,1
14064.0,28,236,3260.24,VIP Customer,2,0
14065.0,388,49,891.02,At Risk,0,1
14066.0,266,7,152.55,At Risk,0,1
14067.0,63,52,374.7,Active Customer,2,0
14068.0,319,108,1516.72,At Risk,0,1
14069.0,514,41,225.81,At Risk,0,1
14070.0,684,41,321.6,At Risk,0,1
14071.0,3,323,1437.57,Active Customer,2,0
14072.0,666,19,390.85,At Risk,0,1
14073.0,31,13,151.04,Active Customer,2,0
14074.0,622,6,219.39999999999998,At Risk,0,1
14075.0,4,81,1734.87,Active Customer,2,0
14076.0,128,44,118.67,Active Customer,2,0
14077.0,40,56,615.0799999999999,Active Customer,2,0
14078.0,101,148,1553.47,Active Customer,2,0
14079.0,124,13,618.73,Active Customer,2,0
14080.0,32,83,1115.68,Active Customer,2,0
14081.0,301,844,4867.57,VIP Customer,2,1
14082.0,364,65,413.36,At Risk,0,1
14083.0,3,185,1082.19,Active Customer,2,0
14084.0,511,7,150.5,At Risk,0,1
14085.0,1,1045,9720.67,VIP Customer,2,0
14086.0,462,1,39.95,At Risk,0,1
14087.0,2,213,829.47,Active Customer,2,0
14088.0,9,682,64036.8,VIP Customer,2,0
14089.0,56,13,158.75,Active Customer,2,0
14090.0,324,1,76.32000000000001,At Risk,0,1
14091.0,653,13,9530.08,At Risk,0,1
14092.0,7,373,7229.45,VIP Customer,2,0
14093.0,11,100,433.86,Active Customer,2,0
14094.0,439,43,311.77,At Risk,0,1
14095.0,722,1,2.95,At Risk,0,1
14096.0,3,5111,65164.79,VIP Customer,3,0
14097.0,480,40,422.85999999999996,At Risk,0,1
14098.0,36,21,147.35,Active Customer,2,0
14099.0,15,521,5750.91,VIP Customer,2,0
14100.0,137,25,191.95000000000002,Active Customer,2,0
14101.0,73,90,9961.93,Active Customer,2,0
14102.0,4,58,1105.8799999999999,Active Customer,2,0
14104.0,154,135,743.53,Active Customer,2,0
14105.0,238,279,5988.83,VIP Customer,2,1
14106.0,736,1,214.79999999999998,At Risk,0,1
14107.0,51,236,4877.3,VIP Customer,2,0
14108.0,30,52,1044.96,Active Customer,2,0
14109.0,72,9,144.2,Active Customer,2,0
14110.0,3,399,12987.95,VIP Customer,2,0
14111.0,13,10,692.85,Active Customer,2,0
14112.0,22,326,5834.59,VIP Customer,2,0
14113.0,3,122,7092.610000000001,Active Customer,2,0
14114.0,273,74,1364.09,At Risk,0,1
14115.0,501,22,622.6700000000001,At Risk,0,1
14116.0,19,72,1382.74,Active Customer,2,0
14117.0,143,3,90.0,Active Customer,2,0
14118.0,428,15,458.45,At Risk,0,1
14119.0,375,11,183.37,At Risk,0,1
14121.0,3,159,2780.15,Active Customer,2,0
14122.0,405,13,362.42,At Risk,0,1
14123.0,732,24,436.18,At Risk,0,1
14124.0,83,5,419.58000000000004,Active Customer,2,0
14125.0,10,166,2720.63,Active Customer,2,0
14126.0,7,43,1172.46,Active Customer,2,0
14127.0,122,117,1900.0800000000002,Active Customer,2,0
14128.0,60,65,924.21,Active Customer,2,0
14129.0,1,109,2591.34,Active Customer,2,0
14130.0,318,220,1858.77,At Risk,0,1
14131.0,648,46,168.22,At Risk,0,1
14132.0,1,200,3586.0299999999997,VIP Customer,2,0
14133.0,129,36,911.14,Active Customer,2,0
14134.0,382,180,11123.35,VIP Customer,0,1
14135.0,1,219,8839.67,VIP Customer,2,0
14136.0,400,106,1570.81,At Risk,0,1
14137.0,695,11,332.7,At Risk,0,1
14138.0,1,46,965.8800000000001,Active Customer,2,0
14139.0,45,69,1086.8,Active Customer,2,0
14140.0,3,66,935.05,Active Customer,2,0
14141.0,2,40,915.13,Active Customer,2,0
14142.0,372,44,671.34,At Risk,0,1
14143.0,133,7,115.8,Active Customer,2,0
14144.0,485,1,30.599999999999998,At Risk,0,1
14145.0,46,25,7600.05,Active Customer,2,0
14146.0,8,456,9450.3,VIP Customer,2,0
14147.0,77,30,2590.2,Active Customer,2,0
14148.0,233,17,466.29,At Risk,2,1
14149.0,220,28,446.62,At Risk,2,1
14150.0,35,26,658.64,Active Customer,2,0
14151.0,672,44,679.45,At Risk,0,1
14152.0,74,133,1997.3400000000001,Active Customer,2,0
14153.0,482,17,233.4,At Risk,0,1
14154.0,238,292,6460.7,VIP Customer,2,1
14155.0,265,6,118.75,At Risk,0,1
14156.0,9,4038,313437.62,VIP Customer,1,0
14157.0,19,85,978.69,Active Customer,2,0
14158.0,39,41,507.66,Active Customer,2,0
14159.0,19,1836,7860.8,VIP Customer,2,0
14160.0,609,107,8421.47,At Risk,0,1
14161.0,215,277,2996.93,VIP Customer,2,1
14162.0,173,25,289.36,Active Customer,2,0
14163.0,86,58,2594.62,Active Customer,2,0
14164.0,70,29,1631.77,Active Customer,2,0
14165.0,275,24,120.44,At Risk,0,1
14166.0,504,51,251.15,At Risk,0,1
14167.0,38,115,1274.29,Active Customer,2,0
14168.0,420,15,370.45,At Risk,0,1
14169.0,430,64,621.51,At Risk,0,1
14170.0,374,145,570.18,At Risk,0,1
14171.0,97,64,498.79,Active Customer,2,0
14172.0,604,44,369.02,At Risk,0,1
14173.0,10,33,586.0,Active Customer,2,0
14174.0,32,26,134.46,Active Customer,2,0
14175.0,59,331,7678.88,VIP Customer,2,0
14176.0,296,37,756.46,At Risk,0,1
14177.0,85,205,2209.69,Active Customer,2,0
14178.0,8,318,1600.26,Active Customer,2,0
14179.0,40,157,701.57,Active Customer,2,0
14180.0,10,289,6117.5,VIP Customer,2,0
14181.0,410,52,308.35,At Risk,0,1
14182.0,443,50,678.77,At Risk,0,1
14183.0,410,34,278.34000000000003,At Risk,0,1
14184.0,66,24,452.89,Active Customer,2,0
14185.0,330,3,197.65,At Risk,0,1
14186.0,426,104,1550.63,At Risk,0,1
14187.0,473,8,123.5,At Risk,0,1
14188.0,30,65,2054.36,Active Customer,2,0
14189.0,1,307,5503.15,VIP Customer,2,0
14190.0,665,1,79.9,At Risk,0,1
14191.0,1,265,4817.66,VIP Customer,2,0
14192.0,387,14,293.74,At Risk,0,1
14193.0,67,64,1210.19,Active Customer,2,0
14194.0,4,952,18670.59,VIP Customer,2,0
14195.0,201,16,2615.6,At Risk,2,1
14196.0,106,6,335.52,Active Customer,2,0
14197.0,410,20,390.05,At Risk,0,1
14198.0,17,91,1569.73,Active Customer,2,0
14199.0,217,18,1091.7,At Risk,2,1
14200.0,616,21,379.2,At Risk,0,1
14201.0,59,55,1193.54,Active Customer,2,0
14202.0,380,29,847.76,At Risk,0,1
14203.0,396,16,339.34,At Risk,0,1
14204.0,1,220,1024.83,Active Customer,2,0
14205.0,16,123,2414.2,Active Customer,2,0
14206.0,238,71,1185.01,At Risk,2,1
14207.0,687,2,157.8,At Risk,0,1
14208.0,94,35,567.05,Active Customer,2,0
14209.0,10,231,4993.27,VIP Customer,2,0
14210.0,105,314,5556.570000000001,VIP Customer,2,0
14211.0,52,240,4402.29,VIP Customer,2,0
14212.0,89,21,2190.14,Active Customer,2,0
14213.0,404,5,1192.2,At Risk,0,1
14214.0,30,67,1004.38,Active Customer,2,0
14215.0,11,186,3250.33,VIP Customer,2,0
14216.0,2,77,2150.04,Active Customer,2,0
14217.0,1,174,3298.59,VIP Customer,2,0
14218.0,42,12,169.48000000000002,Active Customer,2,0
14219.0,3,43,633.83,Active Customer,2,0
14220.0,246,38,1515.0,At Risk,2,1
14221.0,41,347,6517.49,VIP Customer,2,0
14222.0,176,41,683.17,Active Customer,2,0
14223.0,91,60,991.13,Active Customer,2,0
14224.0,109,229,1841.71,Active Customer,2,0
14225.0,434,86,2031.07,At Risk,0,1
14226.0,28,97,2985.13,Active Customer,2,0
14227.0,25,377,6368.71,VIP Customer,2,0
14228.0,437,38,745.5,At Risk,0,1
14229.0,51,72,2594.04,Active Customer,2,0
14230.0,435,33,979.8000000000001,At Risk,0,1
14231.0,183,69,1235.6200000000001,Active Customer,2,0
14232.0,42,115,2048.07,Active Customer,2,0
14233.0,48,73,2904.27,Active Customer,2,0
14234.0,21,147,754.12,Active Customer,2,0
14235.0,74,148,4717.99,VIP Customer,2,0
14236.0,80,47,1555.34,Active Customer,2,0
14237.0,372,26,471.14,At Risk,0,1
14238.0,325,13,434.23,At Risk,0,1
14239.0,42,210,4263.17,VIP Customer,2,0
14240.0,29,61,1247.49,Active Customer,2,0
14241.0,183,12,333.70000000000005,Active Customer,2,0
14242.0,234,16,280.55,At Risk,2,1
14243.0,8,363,7217.75,VIP Customer,2,0
14244.0,660,16,366.41999999999996,At Risk,0,1
14245.0,219,108,1693.45,At Risk,2,1
14246.0,110,75,1474.06,Active Customer,2,0
14247.0,277,113,753.56,At Risk,0,1
14248.0,317,47,1032.95,At Risk,0,1
14249.0,410,272,5400.461,VIP Customer,0,1
14250.0,6,111,1904.05,Active Customer,2,0
14251.0,1,78,2879.7000000000003,Active Customer,2,0
14252.0,380,10,350.99,At Risk,0,1
14253.0,492,12,363.40000000000003,At Risk,0,1
14254.0,432,23,601.03,At Risk,0,1
14255.0,545,1,1000.63,At Risk,0,1
14256.0,259,133,2460.79,At Risk,2,1
14257.0,63,240,5954.45,VIP Customer,2,0
14258.0,8,300,32051.34,VIP Customer,2,0
14259.0,141,5,120.0,Active Customer,2,0
14260.0,470,51,824.28,At Risk,0,1
14261.0,50,52,1163.45,Active Customer,2,0
14262.0,7,143,2618.23,Active Customer,2,0
14263.0,422,16,322.93,At Risk,0,1
14264.0,154,79,1517.3600000000001,Active Customer,2,0
14265.0,108,79,1373.35,Active Customer,2,0
14266.0,427,1,40.56,At Risk,0,1
14267.0,162,55,1516.24,Active Customer,2,0
14268.0,470,19,354.85,At Risk,0,1
14269.0,438,16,295.73,At Risk,0,1
14270.0,331,29,492.65000000000003,At Risk,0,1
14271.0,225,38,214.18,At Risk,2,1
14272.0,73,64,920.81,Active Customer,2,0
14273.0,50,29,559.97,Active Customer,2,0
14274.0,685,15,256.6,At Risk,0,1
14275.0,395,23,1189.3799999999999,At Risk,0,1
14276.0,98,121,2102.68,Active Customer,2,0
14277.0,14,379,17197.61,VIP Customer,2,0
14278.0,409,13,205.83,At Risk,0,1
14279.0,520,3,191.86,At Risk,0,1
14280.0,196,8,134.04,Active Customer,2,0
14281.0,407,7,245.15,At Risk,0,1
14282.0,2,239,7250.76,VIP Customer,2,0
14283.0,462,41,628.4399999999999,At Risk,0,1
14284.0,30,67,1299.65,Active Customer,2,0
14285.0,20,61,3284.42,Active Customer,2,0
14286.0,23,499,8479.76,VIP Customer,2,0
14287.0,7,9,176.63,Active Customer,2,0
