Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13539.0,85,7,1569.3600000000001,3,4,4,344,Loyal Customers
13540.0,466,3,632.39,1,3,3,133,At Risk
13541.0,426,2,785.25,1,2,3,123,Lost Customers
13542.0,376,17,3959.4900000000002,2,5,5,255,At Risk
13543.0,633,2,1439.6100000000001,1,2,4,124,Lost Customers
13544.0,39,6,790.2,4,4,3,443,Loyal Customers
13545.0,390,2,364.93,2,2,2,222,Lost Customers
13546.0,11,5,1086.24,5,4,3,543,Loyal Customers
13547.0,407,1,167.08,2,1,1,211,Lost Customers
13548.0,95,3,901.44,3,3,3,333,Loyal Customers
13549.0,25,8,1005.8,4,4,3,443,Loyal Customers
13550.0,382,1,342.55,2,1,2,212,Lost Customers
13551.0,318,2,244.2,2,2,1,221,Lost Customers
13552.0,65,22,6948.92,3,5,5,355,Loyal Customers
13553.0,674,1,499.6,1,1,2,112,Lost Customers
13554.0,379,7,1629.35,2,4,4,244,At Risk
13555.0,73,13,8891.84,3,5,5,355,Loyal Customers
13556.0,428,2,200.82,1,2,1,121,Lost Customers
13557.0,27,13,3032.26,4,5,5,455,Champions
13558.0,5,4,594.52,5,3,2,532,Loyal Customers
13559.0,512,2,990.0,1,2,3,123,Lost Customers
13560.0,6,1,171.42000000000002,5,1,1,511,Potential Loyalists
13561.0,215,11,1803.4,2,5,4,254,At Risk
13562.0,81,8,4838.18,3,4,5,345,Loyal Customers
13563.0,83,2,777.53,3,2,3,323,Need Attention
13564.0,143,37,16498.97,3,5,5,355,Loyal Customers
13565.0,18,3,414.8,5,3,2,532,Loyal Customers
13566.0,40,5,1688.6,4,4,4,444,Champions
13567.0,427,4,1079.29,1,3,3,133,At Risk
13568.0,172,1,187.05,3,1,1,311,Need Attention
13569.0,16,4,726.54,5,3,3,533,Loyal Customers
13570.0,242,1,239.49,2,1,1,211,Lost Customers
13571.0,12,26,4537.26,5,5,5,555,Champions
13572.0,205,1,1384.25,2,1,4,214,Lost Customers
13573.0,49,6,904.52,4,4,3,443,Loyal Customers
13574.0,410,1,404.45,1,1,2,112,Lost Customers
13575.0,22,5,732.0699999999999,4,4,3,443,Loyal Customers
13576.0,9,28,11202.59,5,5,5,555,Champions
13577.0,24,11,3489.28,4,5,5,455,Champions
13578.0,408,1,147.66,2,1,1,211,Lost Customers
13579.0,14,5,1374.34,5,4,4,544,Champions
13580.0,405,1,107.75,2,1,1,211,Lost Customers
13581.0,308,2,280.53000000000003,2,2,1,221,Lost Customers
13582.0,389,2,241.68,2,2,1,221,Lost Customers
13583.0,155,2,1445.031,3,2,4,324,Need Attention
13584.0,306,3,385.7,2,3,2,232,At Risk
13585.0,530,3,684.54,1,3,3,133,At Risk
13586.0,540,1,127.28,1,1,1,111,Lost Customers
13587.0,63,4,1673.5,3,3,4,334,Loyal Customers
13588.0,15,9,2478.95,5,5,4,554,Champions
13589.0,14,6,1120.74,5,4,3,543,Loyal Customers
13590.0,10,18,6336.04,5,5,5,555,Champions
13591.0,64,7,2093.94,3,4,4,344,Loyal Customers
13592.0,35,4,247.95999999999998,4,3,1,431,Loyal Customers
13593.0,107,14,5493.29,3,5,5,355,Loyal Customers
13594.0,52,2,533.32,4,2,2,422,Potential Loyalists
13595.0,516,3,784.48,1,3,3,133,At Risk
13596.0,5,2,664.11,5,2,3,523,Potential Loyalists
13597.0,399,2,396.71,2,2,2,222,Lost Customers
13598.0,46,5,761.96,4,4,3,443,Loyal Customers
13599.0,0,33,9811.04,5,5,5,555,Champions
13600.0,311,2,518.42,2,2,2,222,Lost Customers
13601.0,44,4,1159.99,4,3,3,433,Loyal Customers
13602.0,64,4,1025.17,3,3,3,333,Loyal Customers
13603.0,25,1,164.34,4,1,1,411,Potential Loyalists
13604.0,658,1,717.62,1,1,3,113,Lost Customers
13605.0,386,2,522.67,2,2,2,222,Lost Customers
13606.0,28,3,276.75,4,3,1,431,Loyal Customers
13607.0,39,2,1075.81,4,2,3,423,Potential Loyalists
13608.0,540,1,232.05,1,1,1,111,Lost Customers
13609.0,592,1,167.35,1,1,1,111,Lost Customers
13610.0,11,14,2103.71,5,5,4,554,Champions
13611.0,88,10,3297.9300000000003,3,5,5,355,Loyal Customers
13612.0,632,1,818.29,1,1,3,113,Lost Customers
13613.0,452,5,1039.8500000000001,1,4,3,143,At Risk
13614.0,23,6,2332.74,4,4,4,444,Champions
13615.0,318,8,6272.53,2,4,5,245,At Risk
13616.0,567,2,283.85,1,2,1,121,Lost Customers
13617.0,39,8,1278.75,4,4,4,444,Champions
13618.0,173,1,177.34,3,1,1,311,Need Attention
13619.0,544,2,224.94,1,2,1,121,Lost Customers
13620.0,527,1,112.34,1,1,1,111,Lost Customers
13621.0,116,1,213.85,3,1,1,311,Need Attention
13622.0,695,1,658.95,1,1,3,113,Lost Customers
13623.0,30,10,2533.06,4,5,4,454,Champions
13624.0,387,1,462.08,2,1,2,212,Lost Customers
13625.0,596,1,301.26,1,1,2,112,Lost Customers
13626.0,252,2,707.04,2,2,3,223,Lost Customers
13627.0,58,7,2245.9,4,4,4,444,Champions
13628.0,675,1,310.14,1,1,2,112,Lost Customers
13629.0,22,19,13370.86,4,5,5,455,Champions
13630.0,4,7,2031.78,5,4,4,544,Champions
13631.0,99,11,3070.42,3,5,5,355,Loyal Customers
13632.0,24,8,3645.81,4,4,5,445,Champions
13634.0,32,16,5033.77,4,5,5,455,Champions
13635.0,67,4,2999.16,3,3,5,335,Loyal Customers
13636.0,36,5,949.12,4,4,3,443,Loyal Customers
13637.0,51,3,804.3,4,3,3,433,Loyal Customers
13638.0,15,1,122.64,5,1,1,511,Potential Loyalists
13639.0,73,2,1346.27,3,2,4,324,Need Attention
13640.0,610,1,405.0,1,1,2,112,Lost Customers
13641.0,640,5,1016.47,1,4,3,143,At Risk
13642.0,215,4,472.2,2,3,2,232,At Risk
13643.0,30,10,2156.77,4,5,4,454,Champions
13644.0,15,4,2624.26,5,3,4,534,Loyal Customers
13645.0,119,1,252.1,3,1,1,311,Need Attention
13646.0,399,2,326.25,2,2,2,222,Lost Customers
13647.0,9,8,3041.68,5,4,5,545,Champions
13648.0,399,8,1764.02,2,4,4,244,At Risk
13649.0,256,6,1453.68,2,4,4,244,At Risk
13650.0,16,10,3288.0,5,5,5,555,Champions
13651.0,34,3,226.85,4,3,1,431,Loyal Customers
13652.0,45,5,2262.05,4,4,4,444,Champions
13653.0,487,1,152.2,1,1,1,111,Lost Customers
13654.0,42,11,6308.0,4,5,5,455,Champions
13655.0,113,6,2280.51,3,4,4,344,Loyal Customers
13656.0,164,4,1078.85,3,3,3,333,Loyal Customers
13657.0,10,2,382.14,5,2,2,522,Potential Loyalists
13658.0,9,9,6025.5,5,5,5,555,Champions
13659.0,205,12,4884.68,2,5,5,255,At Risk
13660.0,399,1,306.64,2,1,2,212,Lost Customers
13661.0,602,1,325.24,1,1,2,112,Lost Customers
13662.0,85,11,2233.61,3,5,4,354,Loyal Customers
13663.0,178,5,2047.51,3,4,4,344,Loyal Customers
13665.0,385,3,1711.6599999999999,2,3,4,234,At Risk
13666.0,59,5,127.89999999999999,3,4,1,341,Loyal Customers
13667.0,148,1,299.05,3,1,2,312,Need Attention
13668.0,2,35,12948.48,5,5,5,555,Champions
13669.0,50,3,413.55,4,3,2,432,Loyal Customers
13670.0,74,1,349.7,3,1,2,312,Need Attention
13671.0,394,1,172.6,2,1,1,211,Lost Customers
13672.0,300,3,419.92,2,3,2,232,At Risk
13673.0,18,2,387.44,5,2,2,522,Potential Loyalists
13674.0,432,1,240.68,1,1,1,111,Lost Customers
13675.0,150,2,486.82000000000005,3,2,2,322,Need Attention
13676.0,538,2,243.9,1,2,1,121,Lost Customers
13677.0,404,2,551.24,2,2,2,222,Lost Customers
13678.0,151,1,232.6,3,1,1,311,Need Attention
13679.0,493,3,281.26,1,3,1,131,At Risk
13680.0,0,12,11419.67,5,5,5,555,Champions
13681.0,17,4,827.83,5,3,3,533,Loyal Customers
13682.0,186,1,59.5,3,1,1,311,Need Attention
13683.0,457,1,258.6,1,1,1,111,Lost Customers
13684.0,285,4,594.88,2,3,2,232,At Risk
13685.0,2,7,3119.44,5,4,5,545,Champions
13686.0,182,3,409.04,3,3,2,332,Loyal Customers
13687.0,437,1,11880.84,1,1,5,115,Lost Customers
13688.0,634,1,375.5,1,1,2,112,Lost Customers
13689.0,62,2,1259.5,3,2,4,324,Need Attention
13690.0,58,1,172.25,4,1,1,411,Potential Loyalists
13691.0,395,1,212.78,2,1,1,211,Lost Customers
13692.0,24,5,3114.4,4,4,5,445,Champions
13693.0,373,9,2011.82,2,5,4,254,At Risk
13694.0,3,143,195640.69,5,5,5,555,Champions
13695.0,30,16,2770.73,4,5,4,454,Champions
13696.0,421,3,2020.4,1,3,4,134,At Risk
13697.0,38,1,151.29999999999998,4,1,1,411,Potential Loyalists
13698.0,596,2,451.73,1,2,2,122,Lost Customers
13699.0,154,2,764.15,3,2,3,323,Need Attention
13700.0,25,13,2596.9700000000003,4,5,4,454,Champions
13701.0,446,1,161.0,1,1,1,111,Lost Customers
13702.0,445,1,135.18,1,1,1,111,Lost Customers
13703.0,317,2,425.56,2,2,2,222,Lost Customers
13704.0,4,9,2308.06,5,5,4,554,Champions
13705.0,7,7,1717.19,5,4,4,544,Champions
13706.0,302,2,631.17,2,2,3,223,Lost Customers
13707.0,266,5,3365.86,2,4,5,245,At Risk
13708.0,270,1,285.33,2,1,1,211,Lost Customers
13709.0,3,18,7571.35,5,5,5,555,Champions
13710.0,31,3,509.52,4,3,2,432,Loyal Customers
13711.0,218,9,1792.26,2,5,4,254,At Risk
13712.0,246,2,766.42,2,2,3,223,Lost Customers
13713.0,407,3,740.76,2,3,3,233,At Risk
13714.0,464,1,161.35,1,1,1,111,Lost Customers
13715.0,280,17,8153.04,2,5,5,255,At Risk
13716.0,268,1,138.28,2,1,1,211,Lost Customers
13717.0,31,8,1763.3,4,4,4,444,Champions
13718.0,245,2,306.55,2,2,2,222,Lost Customers
13719.0,14,11,2783.08,5,5,4,554,Champions
13720.0,116,4,799.9,3,3,3,333,Loyal Customers
13721.0,35,2,741.54,4,2,3,423,Potential Loyalists
13722.0,131,10,5635.41,3,5,5,355,Loyal Customers
13723.0,216,6,1194.08,2,4,3,243,At Risk
13724.0,636,1,213.01,1,1,1,111,Lost Customers
13725.0,49,8,1980.56,4,4,4,444,Champions
13726.0,38,2,1079.6599999999999,4,2,3,423,Potential Loyalists
13727.0,28,8,1074.15,4,4,3,443,Loyal Customers
13728.0,36,16,2855.17,4,5,4,454,Champions
13729.0,435,3,724.73,1,3,3,133,At Risk
13730.0,135,2,752.6,3,2,3,323,Need Attention
13731.0,218,2,610.59,2,2,3,223,Lost Customers
13732.0,27,1,491.86,4,1,2,412,Potential Loyalists
13733.0,410,2,487.03000000000003,1,2,2,122,Lost Customers
13734.0,508,4,6695.6900000000005,1,3,5,135,At Risk
13735.0,24,13,9762.77,4,5,5,455,Champions
13736.0,4,7,2752.47,5,4,4,544,Champions
13737.0,199,1,339.59999999999997,2,1,2,212,Lost Customers
13738.0,395,1,434.78000000000003,2,1,2,212,Lost Customers
13739.0,17,2,292.2,5,2,2,522,Potential Loyalists
13740.0,240,5,1582.77,2,4,4,244,At Risk
13741.0,71,3,668.4300000000001,3,3,3,333,Loyal Customers
13742.0,16,12,3107.87,5,5,5,555,Champions
13743.0,2,7,1341.6,5,4,4,544,Champions
13744.0,94,2,1080.52,3,2,3,323,Need Attention
13745.0,161,2,777.36,3,2,3,323,Need Attention
13746.0,413,1,176.69,1,1,1,111,Lost Customers
13747.0,373,2,169.79999999999998,2,2,1,221,Lost Customers
13748.0,95,9,2064.35,3,5,4,354,Loyal Customers
13750.0,53,11,3602.1800000000003,4,5,5,455,Champions
13751.0,287,1,296.25,2,1,2,212,Lost Customers
13752.0,123,7,1579.8300000000002,3,4,4,344,Loyal Customers
13753.0,287,4,2094.57,2,3,4,234,At Risk
13754.0,151,3,447.05,3,3,2,332,Loyal Customers
13755.0,3,9,2108.06,5,5,4,554,Champions
13756.0,1,23,8655.95,5,5,5,555,Champions
13757.0,674,1,195.55,1,1,1,111,Lost Customers
13758.0,11,15,8698.13,5,5,5,555,Champions
13759.0,32,2,659.4100000000001,4,2,3,423,Potential Loyalists
13760.0,53,5,1363.6399999999999,4,4,4,444,Champions
13761.0,49,6,1952.17,4,4,4,444,Champions
13762.0,218,5,2472.48,2,4,4,244,At Risk
13763.0,62,3,5217.4400000000005,3,3,5,335,Loyal Customers
13764.0,70,6,2919.62,3,4,5,345,Loyal Customers
13765.0,652,1,352.821,1,1,2,112,Lost Customers
13766.0,494,1,190.35,1,1,1,111,Lost Customers
13767.0,1,73,33903.57,5,5,5,555,Champions
13768.0,726,2,875.97,1,2,3,123,Lost Customers
13769.0,1,20,5478.12,5,5,5,555,Champions
13770.0,421,4,785.37,1,3,3,133,At Risk
13771.0,63,9,5728.82,3,5,5,355,Loyal Customers
13772.0,33,8,3100.02,4,4,5,445,Champions
13773.0,396,2,301.54,2,2,2,222,Lost Customers
13774.0,81,1,345.0,3,1,2,312,Need Attention
13775.0,590,1,1049.66,1,1,3,113,Lost Customers
13776.0,427,2,623.98,1,2,3,123,Lost Customers
13777.0,0,61,49638.26,5,5,5,555,Champions
13778.0,102,4,1124.49,3,3,3,333,Loyal Customers
13779.0,515,1,161.13,1,1,1,111,Lost Customers
13780.0,6,3,732.07,5,3,3,533,Loyal Customers
13781.0,250,3,778.83,2,3,3,233,At Risk
13782.0,12,13,1786.08,5,5,4,554,Champions
13783.0,487,4,1542.09,1,3,4,134,At Risk
13784.0,9,14,2910.23,5,5,5,555,Champions
13785.0,428,4,542.49,1,3,2,132,At Risk
13786.0,366,6,3127.99,2,4,5,245,At Risk
13787.0,75,6,1222.5,3,4,4,344,Loyal Customers
13788.0,504,1,3.75,1,1,1,111,Lost Customers
13789.0,387,1,239.45999999999998,2,1,1,211,Lost Customers
13790.0,3,1,348.8,5,1,2,512,Potential Loyalists
13791.0,127,2,1516.0,3,2,4,324,Need Attention
13792.0,65,3,383.95,3,3,2,332,Loyal Customers
13793.0,646,1,96.0,1,1,1,111,Lost Customers
13794.0,546,1,126.03,1,1,1,111,Lost Customers
13795.0,387,4,836.3,2,3,3,233,At Risk
13796.0,498,1,289.7,1,1,2,112,Lost Customers
13797.0,436,3,1179.45,1,3,3,133,At Risk
13798.0,0,110,75428.87,5,5,5,555,Champions
13799.0,116,9,2803.57,3,5,4,354,Loyal Customers
13800.0,309,3,1679.56,2,3,4,234,At Risk
13801.0,66,1,324.8,3,1,2,312,Need Attention
13802.0,138,19,26259.11,3,5,5,355,Loyal Customers
13803.0,254,3,1338.91,2,3,4,234,At Risk
13804.0,30,9,3161.12,4,5,5,455,Champions
13805.0,51,2,924.6,4,2,3,423,Potential Loyalists
13806.0,63,1,256.38,3,1,1,311,Need Attention
13807.0,366,3,422.2,2,3,2,232,At Risk
13808.0,5,5,1747.66,5,4,4,544,Champions
13809.0,304,3,679.7,2,3,3,233,At Risk
13810.0,28,3,1499.01,4,3,4,434,Loyal Customers
13811.0,183,3,814.5,3,3,3,333,Loyal Customers
13812.0,41,3,539.0,4,3,2,432,Loyal Customers
13813.0,39,8,2765.47,4,4,4,444,Champions
13814.0,91,3,2257.32,3,3,4,334,Loyal Customers
13815.0,21,8,7475.74,4,4,5,445,Champions
13816.0,23,2,571.6700000000001,4,2,2,422,Potential Loyalists
13817.0,28,2,382.98,4,2,2,422,Potential Loyalists
13818.0,429,1,61.28,1,1,1,111,Lost Customers
13819.0,301,6,2642.35,2,4,4,244,At Risk
13820.0,417,3,652.75,1,3,3,133,At Risk
13821.0,144,6,1379.08,3,4,4,344,Loyal Customers
13822.0,5,2,632.0,5,2,3,523,Potential Loyalists
13823.0,18,7,3403.4500000000003,5,4,5,545,Champions
13824.0,32,12,3314.76,4,5,5,455,Champions
13825.0,621,2,255.59,1,2,1,121,Lost Customers
13826.0,175,1,189.5,3,1,1,311,Need Attention
13827.0,57,3,409.8,4,3,2,432,Loyal Customers
13828.0,21,1,209.49,4,1,1,411,Potential Loyalists
13829.0,420,1,102.0,1,1,1,111,Lost Customers
13830.0,581,1,156.85000000000002,1,1,1,111,Lost Customers
13831.0,15,18,6585.54,5,5,5,555,Champions
13832.0,18,2,609.89,5,2,3,523,Potential Loyalists
13833.0,158,2,700.41,3,2,3,323,Need Attention
13834.0,576,2,324.19,1,2,2,122,Lost Customers
13835.0,24,7,1095.27,4,4,3,443,Loyal Customers
13836.0,398,2,620.37,2,2,3,223,Lost Customers
13837.0,211,2,266.59000000000003,2,2,1,221,Lost Customers
13838.0,5,10,1690.07,5,5,4,554,Champions
13839.0,485,1,139.95000000000002,1,1,1,111,Lost Customers
13840.0,415,1,651.4,1,1,3,113,Lost Customers
13841.0,252,1,85.0,2,1,1,211,Lost Customers
13842.0,58,18,5319.34,4,5,5,455,Champions
13843.0,380,1,319.75,2,1,2,212,Lost Customers
13844.0,10,1,361.62,5,1,2,512,Potential Loyalists
13845.0,64,1,312.98,3,1,2,312,Need Attention
13846.0,24,4,1307.79,4,3,4,434,Loyal Customers
13847.0,719,1,310.72,1,1,2,112,Lost Customers
13848.0,91,8,3015.0,3,4,5,345,Loyal Customers
13849.0,51,5,3469.3,4,4,5,445,Champions
13850.0,128,1,1595.48,3,1,4,314,Need Attention
13851.0,95,8,4606.46,3,4,5,345,Loyal Customers
13852.0,610,1,187.35000000000002,1,1,1,111,Lost Customers
13853.0,56,1,1090.14,4,1,3,413,Potential Loyalists
13854.0,8,39,11944.56,5,5,5,555,Champions
13855.0,500,4,1310.3400000000001,1,3,4,134,At Risk
13856.0,168,11,1142.03,3,5,3,353,Loyal Customers
13857.0,392,6,1001.01,2,4,3,243,At Risk
13858.0,56,1,216.17,4,1,1,411,Potential Loyalists
13859.0,325,2,515.86,2,2,2,222,Lost Customers
13860.0,0,5,1245.9,5,4,4,544,Champions
13861.0,428,2,273.26,1,2,1,121,Lost Customers
13862.0,17,9,2556.09,5,5,4,554,Champions
13863.0,247,4,1239.55,2,3,4,234,At Risk
13864.0,386,1,662.4000000000001,2,1,3,213,Lost Customers
13865.0,57,4,501.56,4,3,2,432,Loyal Customers
13866.0,73,1,145.67000000000002,3,1,1,311,Need Attention
13867.0,30,3,1005.09,4,3,3,433,Loyal Customers
13868.0,6,2,3192.54,5,2,5,525,Potential Loyalists
13869.0,122,10,7996.87,3,5,5,355,Loyal Customers
13870.0,1,15,5712.08,5,5,5,555,Champions
13871.0,22,17,7885.85,4,5,5,455,Champions
13872.0,526,3,919.57,1,3,3,133,At Risk
13873.0,119,8,1038.92,3,4,3,343,Loyal Customers
13874.0,357,7,2049.15,2,4,4,244,At Risk
13875.0,53,14,4814.37,4,5,5,455,Champions
13876.0,63,1,122.7,3,1,1,311,Need Attention
13877.0,85,3,449.68,3,3,2,332,Loyal Customers
13878.0,54,4,2416.9,4,3,4,434,Loyal Customers
13879.0,645,1,395.5,1,1,2,112,Lost Customers
13880.0,20,17,4293.86,4,5,5,455,Champions
13881.0,3,43,45179.1,5,5,5,555,Champions
13882.0,2,5,1191.13,5,4,3,543,Loyal Customers
13883.0,10,15,6560.02,5,5,5,555,Champions
13884.0,6,10,1825.03,5,5,4,554,Champions
13885.0,188,2,506.8,3,2,2,322,Need Attention
13886.0,70,1,243.56,3,1,1,311,Need Attention
13887.0,203,1,349.55,2,1,2,212,Lost Customers
13888.0,119,7,2001.59,3,4,4,344,Loyal Customers
13889.0,92,6,1991.23,3,4,4,344,Loyal Customers
13890.0,0,14,2927.38,5,5,5,555,Champions
13891.0,377,3,859.21,2,3,3,233,At Risk
13892.0,26,6,1267.6499999999999,4,4,4,444,Champions
13893.0,297,1,821.1,2,1,3,213,Lost Customers
13894.0,23,3,564.62,4,3,2,432,Loyal Customers
13895.0,27,6,4008.52,4,4,5,445,Champions
13896.0,625,1,388.55,1,1,2,112,Lost Customers
13897.0,49,3,1160.72,4,3,3,433,Loyal Customers
13898.0,325,2,686.4,2,2,3,223,Lost Customers
13899.0,15,2,388.52,5,2,2,522,Potential Loyalists
13900.0,182,6,1610.59,3,4,4,344,Loyal Customers
13901.0,71,15,5676.34,3,5,5,355,Loyal Customers
13902.0,631,5,34095.26,1,4,5,145,At Risk
13903.0,399,1,165.45000000000002,2,1,1,211,Lost Customers
13904.0,36,2,332.64,4,2,2,422,Potential Loyalists
13905.0,732,1,312.65,1,1,2,112,Lost Customers
13906.0,408,1,42.0,2,1,1,211,Lost Customers
13907.0,691,1,136.8,1,1,1,111,Lost Customers
13908.0,79,4,2369.55,3,3,4,334,Loyal Customers
13909.0,422,2,282.85,1,2,1,121,Lost Customers
13911.0,56,20,4234.99,4,5,5,455,Champions
13912.0,423,1,124.95,1,1,1,111,Lost Customers
13913.0,506,1,42.22,1,1,1,111,Lost Customers
13914.0,11,2,626.45,5,2,3,523,Potential Loyalists
13915.0,393,1,70.80000000000001,2,1,1,211,Lost Customers
13916.0,463,4,1275.81,1,3,4,134,At Risk
13917.0,49,2,272.04,4,2,1,421,Potential Loyalists
13918.0,49,2,1212.8400000000001,4,2,3,423,Potential Loyalists
13919.0,58,4,1360.68,4,3,4,434,Loyal Customers
13920.0,431,4,1774.68,1,3,4,134,At Risk
13921.0,401,4,730.7,2,3,3,233,At Risk
13922.0,351,3,865.2,2,3,3,233,At Risk
13923.0,53,1,351.13,4,1,2,412,Potential Loyalists
13924.0,1,6,1838.8500000000001,5,4,4,544,Champions
13925.0,92,4,678.25,3,3,3,333,Loyal Customers
13926.0,22,1,223.85000000000002,4,1,1,411,Potential Loyalists
13927.0,74,2,708.26,3,2,3,323,Need Attention
13928.0,10,4,464.57,5,3,2,532,Loyal Customers
13929.0,168,11,3494.1,3,5,5,355,Loyal Customers
13930.0,57,2,337.34,4,2,2,422,Potential Loyalists
13931.0,95,11,5257.38,3,5,5,355,Loyal Customers
13932.0,294,1,307.4,2,1,2,212,Lost Customers
13933.0,108,2,608.7900000000001,3,2,2,322,Need Attention
13934.0,263,1,922.1,2,1,3,213,Lost Customers
13935.0,596,3,6116.92,1,3,5,135,At Risk
13936.0,179,3,939.66,3,3,3,333,Loyal Customers
13937.0,168,2,880.13,3,2,3,323,Need Attention
13938.0,34,1,71.66,4,1,1,411,Potential Loyalists
13939.0,22,7,1560.96,4,4,4,444,Champions
13940.0,16,4,839.14,5,3,3,533,Loyal Customers
13941.0,21,15,10027.18,4,5,5,455,Champions
13942.0,534,1,320.0,1,1,2,112,Lost Customers
13943.0,577,1,246.54,1,1,1,111,Lost Customers
13944.0,652,1,200.43,1,1,1,111,Lost Customers
13945.0,394,2,854.15,2,2,3,223,Lost Customers
13946.0,78,6,1876.23,3,4,4,344,Loyal Customers
13947.0,64,1,90.6,3,1,1,311,Need Attention
13948.0,360,4,548.76,2,3,2,232,At Risk
13949.0,2,6,2427.32,5,4,4,544,Champions
13950.0,10,4,745.06,5,3,3,533,Loyal Customers
13951.0,175,3,674.45,3,3,3,333,Loyal Customers
13952.0,217,14,12823.521,2,5,5,255,At Risk
13953.0,6,12,6640.68,5,5,5,555,Champions
13954.0,1,2,439.92,5,2,2,522,Potential Loyalists
13955.0,153,3,544.0699999999999,3,3,2,332,Loyal Customers
13956.0,4,5,1019.27,5,4,3,543,Loyal Customers
13957.0,417,3,458.25,1,3,2,132,At Risk
13958.0,379,8,4709.2300000000005,2,4,5,245,At Risk
13959.0,78,6,1064.77,3,4,3,343,Loyal Customers
13960.0,20,2,230.22,4,2,1,421,Potential Loyalists
13961.0,391,1,538.4,2,1,2,212,Lost Customers
13962.0,21,3,362.8,4,3,2,432,Loyal Customers
13963.0,307,17,2860.57,2,5,4,254,At Risk
13964.0,386,2,438.9,2,2,2,222,Lost Customers
13965.0,476,3,996.61,1,3,3,133,At Risk
13966.0,434,1,384.26,1,1,2,112,Lost Customers
13967.0,145,2,166.3,3,2,1,321,Need Attention
13968.0,422,1,123.66,1,1,1,111,Lost Customers
13969.0,6,35,12973.460000000001,5,5,5,555,Champions
13970.0,385,2,846.55,2,2,3,223,Lost Customers
13971.0,18,14,4667.57,5,5,5,555,Champions
13972.0,70,2,190.25,3,2,1,321,Need Attention
13973.0,286,1,264.7,2,1,1,211,Lost Customers
13974.0,48,2,677.72,4,2,3,423,Potential Loyalists
13975.0,30,12,5256.4,4,5,5,455,Champions
13976.0,206,4,1192.36,2,3,3,233,At Risk
13977.0,410,1,519.8100000000001,1,1,2,112,Lost Customers
13978.0,14,2,196.79000000000002,5,2,1,521,Potential Loyalists
13979.0,72,7,3379.93,3,4,5,345,Loyal Customers
13980.0,59,5,768.82,3,4,3,343,Loyal Customers
13981.0,415,1,331.14,1,1,2,112,Lost Customers
13982.0,38,9,3954.29,4,5,5,455,Champions
13983.0,29,21,6753.89,4,5,5,455,Champions
13984.0,26,12,1893.8,4,5,4,454,Champions
13985.0,3,22,10020.86,5,5,5,555,Champions
13986.0,16,1,320.46,5,1,2,512,Potential Loyalists
13987.0,379,2,682.54,2,2,3,223,Lost Customers
13988.0,19,8,4757.8,4,4,5,445,Champions
13989.0,65,5,2026.06,3,4,4,344,Loyal Customers
13990.0,212,1,311.3,2,1,2,212,Lost Customers
13991.0,11,6,852.88,5,4,3,543,Loyal Customers
13992.0,29,3,219.5,4,3,1,431,Loyal Customers
13993.0,42,19,6775.71,4,5,5,455,Champions
13994.0,3,6,2274.14,5,4,4,544,Champions
13995.0,14,14,3902.01,5,5,5,555,Champions
13996.0,385,2,895.76,2,2,3,223,Lost Customers
13997.0,518,3,376.46,1,3,2,132,At Risk
13998.0,446,3,566.7,1,3,2,132,At Risk
13999.0,9,29,9502.26,5,5,5,555,Champions
14000.0,210,5,2046.3400000000001,2,4,4,244,At Risk
14001.0,45,9,4228.85,4,5,5,455,Champions
14002.0,133,2,529.73,3,2,2,322,Need Attention
14003.0,732,1,209.41,1,1,1,111,Lost Customers
14004.0,42,11,6258.45,4,5,5,455,Champions
14005.0,9,5,2874.72,5,4,4,544,Champions
14006.0,115,7,2196.67,3,4,4,344,Loyal Customers
14007.0,512,1,79.48,1,1,1,111,Lost Customers
14008.0,431,1,509.04,1,1,2,112,Lost Customers
14009.0,197,3,1099.91,2,3,3,233,At Risk
14010.0,564,2,445.15,1,2,2,122,Lost Customers
14011.0,479,2,457.82,1,2,2,122,Lost Customers
14012.0,277,1,328.8,2,1,2,212,Lost Customers
14013.0,109,5,1084.57,3,4,3,343,Loyal Customers
14014.0,76,3,1948.21,3,3,4,334,Loyal Customers
14015.0,52,1,917.34,4,1,3,413,Potential Loyalists
14016.0,161,11,11403.41,3,5,5,355,Loyal Customers
14017.0,570,1,229.75,1,1,1,111,Lost Customers
14018.0,644,1,367.15000000000003,1,1,2,112,Lost Customers
14019.0,46,3,1421.61,4,3,4,434,Loyal Customers
14020.0,16,4,1249.01,5,3,4,534,Loyal Customers
14021.0,154,7,1716.58,3,4,4,344,Loyal Customers
14022.0,224,2,792.15,2,2,3,223,Lost Customers
14023.0,6,2,584.07,5,2,2,522,Potential Loyalists
14024.0,121,3,645.74,3,3,3,333,Loyal Customers
14025.0,464,8,4057.9,1,4,5,145,At Risk
14026.0,470,2,713.11,1,2,3,123,Lost Customers
14027.0,60,1,104.82,3,1,1,311,Need Attention
14028.0,549,3,10396.5,1,3,5,135,At Risk
14029.0,62,2,467.66,3,2,2,322,Need Attention
14030.0,17,20,7521.8,5,5,5,555,Champions
14031.0,6,44,39019.51,5,5,5,555,Champions
14032.0,1,16,4546.41,5,5,5,555,Champions
14033.0,554,1,109.44,1,1,1,111,Lost Customers
14034.0,21,3,648.89,4,3,3,433,Loyal Customers
14035.0,28,9,2794.75,4,5,4,454,Champions
